regarding_candidate,tweet
RicardoAnayaC,"En respuesta a EduardoAgSi y RicardoAnayaC Pinches perros por eso votó a favor de la reforma energética para que bajara el combustible. RicardoAnayaC es la misma mierda que el PRI,"
RicardoAnayaC,"Mi voto es para Ricardo Anaya inevitablemente debido a que tiene el segundo lugar y no voy a desperdiciar Mi voto a un mediocre tercer lugar, el socialismo no tiene que llegar a México por mucho hartado que exista.,"
RicardoAnayaC,"Esta semana le fue terriblemente mal a Ricardo Anaya Mesde sigue igual . Sin pintar .. bueno es un decir"","
RicardoAnayaC,"En respuesta a marianapordios Pues por dónde andabas, porque los panistas, los perredistas y los de movimiento ciudadano, realizamos una campaña totalmente comprometida con Anaya y con los candidatos del Frente,"
RicardoAnayaC,"En respuesta a marianapordios Pues yo si, RicardoAnayaC presidente el mejor,"
RicardoAnayaC,"Amigo, revisa tu TL. Y mándame un tweet (no RT) de los últimos   meses apoyando a Anaya, Mead, Bronco, Margarita o a quién sea que hayas apoyado sin mencionar al Peje,"
RicardoAnayaC,"En respuesta a marianapordios Solo decían que Anaya está mejor preparado.,"
RicardoAnayaC,"En respuesta a marianapordios Mi tía si defendió a Anaya dijo que ella sería una de los        personas que votarán por Anaya...Y bueno me dejo ver que no tiene idea de cuantos somos en el padrón electoral y como se dividirán los votos…,"
RicardoAnayaC,"En respuesta a marianapordios Nosotros sí defendimos abiertamente a nuestro gallo: http://www.pillajecibernetico.com/    /  /silva-del-triunfo-de-anaya.html,"
RicardoAnayaC,"En respuesta a marianapordios Voy contigo RicardoAnayaC te apoyo, defiendo y me siento orgulloso (Ya hay  ). Alégrese Mariana, ya no esté triste, que tenga muy bonito día. GrinningFace,"
RicardoAnayaC,"En respuesta a marianapordios y FictionMex En mi caso unas amistades me dijeron votaremos por el menos malo. Pregunte quien ? Respondieron Anaya. Saben que es malo su candidato y así lo aceptan Mejor calle , prefiero su amistad a qué nos divida la política.,"
RicardoAnayaC,"Por México, por nuestros hijos, por la libertad y por la vida que recibimos de Dios!!! No entrará el socialismo a nuestra casa . Vamos con todo AnayaPresidente,"
RicardoAnayaC,"Con mucho trabajo y dignidad. No nos vamos a dejar que un loco entregue nuestra patria a las izquierdas que hunden. Vamos por México Anaya,"
RicardoAnayaC,"En respuesta a PadreJosePalmar y JasonCurtiss Son simples matemáticas. Estando a tan sólo  % de evitar una tragedia humanitaria como en Venezuela o Nicaragua. La opción es clara para evitar que el demonio gobierne los destinos de tantas buenas personas. VotoUtilPorAnaya VotoUtilPorAnaya,"
RicardoAnayaC,"En respuesta a PadreJosePalmar y Omar_Castrejon Corrijo. Hay que FRENAR al mitómano y corrupto número  : Anaya.,"
RicardoAnayaC,"En respuesta a PadreJosePalmar VOTE POR ANAYA !! SpeakingHead Abra bien los ojos EYES BustsInSilhouette BustInSilhouette BustsInSilhouette La libertad y Democracia deben prevalecer sobre el comunismo. Es su deber como ciudadanos mexicanos, el proteger a la nación PorSusHijos,"
RicardoAnayaC,"En respuesta a PadreJosePalmar Falsa.. la encuesta es del    de Febrero y Anaya no tenia   , tenía    antes del lavado de dinero ,"
RicardoAnayaC,"En respuesta a PadreJosePalmar Si mexicanos a votar todos por ANAYA. No pueden permitir un gobierno de Izquierda, miren a CUBA, VENEZUELA, NICARAGUA, miren por favor, OJO.,"
RicardoAnayaC,"En respuesta a PadreJosePalmar Ojalá Dios ilumine a Hermanos Mejicanos d las otras candidaturas se unan alredor d Anaya, Para abortar el plan d LO d llevar el pueblo Mexicano, al nivel d Cuba Vzla y Nicaragua..Colombia dio un gran ejemplo. Lo van a dar uds? O se van al castrocomunismo?.,"
RicardoAnayaC,"En respuesta a PadreJosePalmar Ahí es cuando ese candidato con   % de intención de voto se le debería pegar a Anaya...Salvar a la patria está por encima de cualquier pretensión personal.,"
RicardoAnayaC,"En respuesta a PadreJosePalmar Al comunismo hay que exterminarlo, ya quedó claro con Cuba y nuestra amada Venezuela que el comunismo es una desgracia que solo beneficia al que lo implementa y a sus secuaces! Amaya arriba!,"
RicardoAnayaC,"En respuesta a PadreJosePalmar Cura. Candidatos de Anaya, promueven el aborto, hogares monoparentales, marihuana libre y adopción de parejas gay. ¿Cómo está pidiendo votar por eso? No me cree. Léalo usted en éstas cuentas: LuRiojas ferbelaunzaran MarthaTagle Pat_MercadoC EmilioAlvarez AlvarezMaynez,"
RicardoAnayaC,"Que PRD, Ricardo Anaya,
Bueno saquen las tarjetas de los puntos de SORI... ANAYA que se han canjeables para mandar a chingada a todos los corruptos!"
RicardoAnayaC,"Anaya tiene buena presentación y facilidad de palabra.. Está listo para vender seguros, y tramitar tarjetas de Credito .NO para ser presidente de México.. WinkingFace WinkingFace
Ahora entienden porqué lopezobrador_ se guardó la cartera en el  do. debate? El ya presentía que RicardoAnayaC es hábil para el robo. Qué triste que tengamos a un delincuente como candidato a la presidencia, no ANAYA no nos merecemos eso."","
RicardoAnayaC,"Respondiendo a DonTauro   elro   y   másque bueno que lopezobrador_ guardo su cartera en su pañal que si no Anaya se la robaria,"
RicardoAnayaC,"En respuesta a DonTauro   lopezobrador_ y RicardoAnayaCTenemos dos delincuentes como candidatos y un idiota como presidente,"
RicardoAnayaC,"En respuesta a DonTauro   lopezobrador_ y RicardoAnayaC Y más triste todavía Pejeneitor es que haya algunos ciudadanos que aún así lo apoyen, que más necesitan saber para convencerse de que Anaya es un verdadero peligro para México,"
RicardoAnayaC,"Respondiendo a DonTauro   omar      y   más CasoAnaya que renuncie,"
RicardoAnayaC,"Cuenta la leyenda que si dices ""Ricky Riquín Canallín"" tres veces frente al espejo, se aparece el ""Pollo"" RicardoAnayaC y te roba tu cartera.
En respuesta a Manuel_Ibarra y RicardoAnayaCCuenta la leyenda que si votas por ya chavez quien te roban la cartera, la comida, el empleo y la seguridad"","
RicardoAnayaC,"En respuesta a Manuel_Ibarra y RicardoAnayaC ,"
RicardoAnayaC,"En respuesta a Manuel_Ibarra y RicardoAnayaCX 
En respuesta a Manuel_Ibarra y RicardoAnayaC Si está bien culero el canallin, pinche duende maldito..."","
RicardoAnayaC,RicardoAnayaC hizo de todo por aferrarse a una candidatura que nació para fracasar.
RicardoAnayaC,"En respuesta a Miriam_Junne GuillermoReyes_ y RicardoAnayaCMzavalagc en un ejercicio democrático real al interior del AccionNacional seguramente la señora Margarita seria ganadora y con mayor oportunidad frente a Lopez Obrador ... saludos,"
RicardoAnayaC,"En respuesta a Miriam_Junne y RicardoAnayaC Ojalá y nunca Buelvas Rikin Canallin,"
RicardoAnayaC,"En respuesta a Miriam_Junne y RicardoAnayaC ,"
RicardoAnayaC,"En respuesta a Miriam_Junne y RicardoAnayaC ,"
RicardoAnayaC,"En respuesta a Miriam_Junne y RicardoAnayaC No todo fue fracaso aviso a su mujer,"
RicardoAnayaC,"En respuesta a Miriam_Junne y RicardoAnayaCMiriam_Junne te podría decir aterrado que ojalá no vuelva a tener una oportunidad RicardoAnayaC de competir en una elección, pero después de torpedear a su partido no creo que tenga cabida desde el   de Julio. Hacer un partido no creo, lo suyo es destruir. NoSoyBot,"
RicardoAnayaC,"En respuesta a Miriam_Junne y RicardoAnayaC Lastima!!! Ricardito!!!! (Margarito , pues),"
RicardoAnayaC,"En respuesta a Miriam_Junne y RicardoAnayaC No, que Ricardo no tenga oportunidad otra vez, jamás.,"
RicardoAnayaC,"En respuesta a Miriam_Junne y RicardoAnayaC La próxima será por el PRD porque lo expulsarán del PAN el Lunes.,"
RicardoAnayaC,"En respuesta a Miriam_Junne y RicardoAnayaC Game Over !!! Anaya.,"
RicardoAnayaC,"En respuesta a Miriam_Junne y RicardoAnayaC Si la carrera política de Anaya falla, al menos sabemos que entretiene, aún con la gracia de robot que tiene.,"
RicardoAnayaC,"En respuesta a Miriam_Junne y RicardoAnayaC ¡Qué no haya próxima, por favor! Y no es porque RicardoAnayaC pueda ganar, sino que no podría soportar más su falsa sonrisa y sus fallidos sketches,"
RicardoAnayaC,"En respuesta a Miriam_Junne y RicardoAnayaCMañana se contarán por varios millones los votos de este odiado por algunos, pero muy a su pesar el más talentoso candidato de esta contienda MiVotoPorAnaya,"
RicardoAnayaC,"En respuesta a Miriam_Junne y RicardoAnayaC ¡LÁSTIMA RICARDITO! SIGUE PARTICIPANDO,"
RicardoAnayaC,"En respuesta a Miriam_Junne y RicardoAnayaC Próxima...... serán tan, pero tan los azules!?????,"
RicardoAnayaC,"En respuesta a Miriam_Junne y RicardoAnayaC ,"
RicardoAnayaC,"En respuesta a Miriam_Junne y RicardoAnayaC Definitivo ; una persona que hace tanto y es tanto como dicen es muy capaz
En respuesta a Miriam_Junne y RicardoAnayaC Primero se robo a ese PAN, después lo disperso, Anaya peligroso, hambriento desenfrenado de Poder con una lengua que nadie quisiera de enemiga"","
RicardoAnayaC,"No es un fracaso lo que ha hecho RicardoAnayaC
En respuesta a Miriam_Junne y RicardoAnayaC Ni que Anaya fuera Lopez Obrador, dudo mucho que quiera pasar más    años persiguiendo la presidencia"","
RicardoAnayaC,"En respuesta a Miriam_Junne y RicardoAnayaCRicardoAnayaC Suerte para la próxima chico maravilla,"
RicardoAnayaC,"En respuesta a Miriam_Junne y RicardoAnayaC Me suena
En respuesta a Miriam_Junne y RicardoAnayaC Todos son una bola de mentirosos hacen lo impensable para ganar tu atención TODOS!!!!!,
En respuesta a Miriam_Junne y RicardoAnayaCJa, qué hizo el pan?? Perdon pero fueron mejores gobiernos el de Foz y el de Calderón! Ojalá después tengan memoria de lo que hará el peje....porque nos irá como en feria!"","
RicardoAnayaC,"Tmb ha hecho d todo:cerrar reforma,una ceremonia declarandose presidente, recibir basurita,crear al Primor"
RicardoAnayaC,"En respuesta a Miriam_Junne y RicardoAnayaCJAJAJAJAJA y seguro eres una pejechaira!!!! AnayaVa,"
RicardoAnayaC,"Di lo q quieras de Anaya, me parece muy lejos de lo ideal, pero lo menos dañino para el país."","
RicardoAnayaC,"En respuesta a Miriam_Junne y RicardoAnayaC ,"
RicardoAnayaC,"En respuesta a Miriam_Junne ELeStrateGiC  y RicardoAnayaCHay que votar por el cambio !!! ,"
RicardoAnayaC,"En respuesta a Miriam_Junne y RicardoAnayaCEs muy gracioso el Anaya, pero se necesita más que oratoria y chistes, ¡Se exige Vocación! Lo entenderá poco a poco, llorando entre sus millones.,"
RicardoAnayaC,"En respuesta a Miriam_Junne y RicardoAnayaCquiere comprar el voto de los que ya fallecieron. Que horror de candidato ,"
RicardoAnayaC,"En respuesta a Miriam_Junne pedroxalpa y RicardoAnayaCacumulara la misma cantidad de fracasos que lleva el orate de Macuspana? estoy seguro que no.,"
RicardoAnayaC,"En respuesta a Miriam_Junne y RicardoAnayaCCada vez me convenzo más que chairos y chairas solo abren la boca para decir lo primero que su pobre cerebro les da pero con su cero inteligencia ni cómo culparlos o ayudarlos y como siempre el ClownFace payaso apoyándolos,"
RicardoAnayaC,"En respuesta a Miriam_Junne y RicardoAnayaC ,"
RicardoAnayaC,"En respuesta a Miriam_Junne y RicardoAnayaCTodo en esta vida tiene una consecuencia...y a Ricardo Anaya le llegó la hora de reconocer que al aferrarse de mala manera a ser candidato sin tener al menos a su partido d su lado el resultado es la inminente derrota que está cocinandose,"
RicardoAnayaC,"La farsa de RicardoAnayaC y su ""espionaje"" por el CISEN, tiene a un crédulo que está dispuesto a creer cualquier idiotez por amor a una diputación pluri.,"
RicardoAnayaC,RicardoAnayaC
RicardoAnayaC,"Anaya tiene alta preparación académica, es políglota y sabe argumentar, sólo que es un pequeño Mussolini,"
RicardoAnayaC,"YoVotoPorAnaya ,por qué es la opción menos mala"","
RicardoAnayaC,"Anaya distribuye tarjetas con el pretexto de impulsar el Ingreso Básico Universal. Pero es un engaño más. Las tarjetas no sirven para depositarles recursos públicos. Sólo juega cruelmente con la expectativa de mucha gente humilde de recibir dinero en ellas pasando la elección.,"
RicardoAnayaC,"En respuesta a martibatresEl populista Anaya ...El PAN es tan mediocre que compra los votos porque no sabe ganarlos...JUEGO SUCIO..,"
RicardoAnayaC,"En respuesta a GlodeJo   Me pareció más ridiculo el súper estudiado y preparado trilingüe de Anaya,"
RicardoAnayaC,"En respuesta a GlodeJo  Anaya apesta,"
RicardoAnayaC,"Lo que propone Anaya no tiene pies ni cabeza, es imposible darle sustento a semejante cosa como el salario universal, no alcanza el presupuesto para semejante idiotez, espero no se dejen engañar y nuevamente caigan, ya olvidaron el """"lo firmo ante notario público"""""","
RicardoAnayaC,"En respuesta a martibatres beto__   RicardoAnayaC todo copia. Igual que las tarjetas rosas del Edomex con del Mazo.Tarjetas sin fondos MoneyBag la gente creyó SadButRelievedFace,"
RicardoAnayaC,"Lo peor es que lo sabe y persiste en el engaño. De ese modo ni puede ser acusado de delito. Anaya es malvado. Gráfica de Carlo Maria Cipolla. BackhandIndexPointingDown"","
RicardoAnayaC,"En respuesta a martibatres A demás, que al decir que es por motivo de una propuesta de campaña, debería entregarlas a todos los ciudadanos, sin importar preferencias pliticas. Esto en tiempos no electorales y en formas pertinentes. RicardoAnayaC emplea las mañas del PRI_Nacional que criticó en     ,"
RicardoAnayaC,"De nada van a servir tus tarjetitas RicardoAnayaC , hay gente muy necesitada pero harta de los malos gobiernos y NO TODS SE VENDEN POR UNOS PESOS o BOLSAS con GORGOJOS."
RicardoAnayaC,"En respuesta a martibatres Así término la porqueria que me llego.... ¿en que momento firme un aviso de privacidad para que usarán mis datos personales para fines políticos del maldito AccionNacional? AnayaCorrupto RicardoAnayaCMeteteTuIBUporElCulo ,"
RicardoAnayaC,"En respuesta a martibatres y maykitos Y lo mejor: dice que no es “populista” RicardoAnayaC no es mas que un mitómano, desleal, y sociopata que miedo!!! WearyCat,"
RicardoAnayaC,"En respuesta a martibatres Todas las tarjetas tienen el mismo número, creo no se han dado cuenta y no está respaldada por una institución bancaria. Otra mentira más del C-Anaya,"
RicardoAnayaC,"En respuesta a martibatres Otra traición más de RicardoAnayaC...,"
RicardoAnayaC,"En respuesta a martibatres Y todas tienen el mismo número de tarjeta y el chip hechizo AnayaMiente y se burla de la gente.
Respondiendo a CFigueroaDDHH molotovmx y   más Carlitos, es conocida la facilidad para mentir de RicardoAnayaC Plagiar programa refleja el poco interés q tiene por una sociedad totalmente desconocida para èl y q pretende gobernar para dar continuidad al neoliberalismo y a la corrupcion.Rose"","
RicardoAnayaC,"¿No ves ninguna señal positiva en el Frente? ¿Que Anaya este hablando de “El fin de la guerra”? ¿Lo que ha hecha Alfaro en Jalisco? ¿Corral en Chihuahua? ¿AI vs LSI? ¿Que Anaya hable de no criminalizar a las mujeres que abortan? ¿Ingreso Básico Universal y FiscalíaQueSirva?
En respuesta a AlvarezMaynez ManFacepalming RicardoAnayaC neta?? Jorge?! Neta?? NETA !!!,
En respuesta a AlvarezMaynez Anaya dice lo que sea por un voto, a poco no has notado que es un mitómano? Da miedo, PeñaNieo por lo menos es malo mintiendo, Anaya es un profesional."","
RicardoAnayaC,"En respuesta a AlvarezMaynez¿RicardoAnayaC hablando de fin de la guerra cuando es el primero que lleva su biblia y cartulinas a los debates, atacando con datos imprecisos o alterados? ¿Ahora ya dirá la verdad?,"
RicardoAnayaC,"En respuesta a AlvarezMaynez Exacto. Las propuestas de Anaya hablan de luchar por consolidar un mejor país. YoConANAYA OrangeHeart BlueHeart YellowHeart,"
RicardoAnayaC,"En respuesta a GlodeJo  Por cierto los documentos de la pagina de ricardo anaya son del     !!!!!!!,"
RicardoAnayaC,Y Anaya regresa a lidiar con sus demonios y su oscuro pasado que lo incrimina
RicardoAnayaC,Caso Anaya
RicardoAnayaC,"Anaya regresa a su hogar sin preocuparse por un caso que se nota que es un montaje"","
RicardoAnayaC,El cierre de Anaya en el tercer debate no solo es malo (¿cómo votas con más o menos fuerza?) sino que es ooootro plagio: el candidato milusos copia el lema de campaña del PSOE español de     .
RicardoAnayaC,—Anaya: El más inteligente pero es una ratota descarada.
RicardoAnayaC,"En respuesta a MartinoliCuriANAYAVAAGANAR,"
RicardoAnayaC,"En respuesta a MartinoliCuri Pues yo prefiero que gane anaya,"
RicardoAnayaC,"En respuesta a MartinoliCuri Bueno Anaya más preparado le cuestionan a lopezobrador_ sobre Salud de donde va a sacar y Anaya dice que pondrá paneles Internet en toda la República tablets computadoras y no pagarás luz cero pesos y cfe que desaparece de donde va a ver recursos si no recaudas ilógico no creen,"
RicardoAnayaC,"En respuesta a MartinoliCuriToda persona es inocente, hasta que no se demuestre lo contrario en un juicio. No hay ninguna sentencia donde diga que Anaya robó o lavó dinero. Todos con Anaya,"
RicardoAnayaC,"En respuesta a econokafka Suena mejor que la continuidad del PRI_Nacional o tener a un si vergüenza como RicardoAnayaC,"
RicardoAnayaC,"Para mí, el perdedor es Anaya.
En respuesta a luispazos El apoyo es evidente a Anaya!! Empresarios y pláticas de pasillo, comercios, vecinos, por lo menos acá en el Noreste así es!"
RicardoAnayaC,"VotoUtilxAnaya AnayaSiLesGana AnayaPresidente"","
RicardoAnayaC,"En respuesta a luispazos No ganará Anaya ni peje,"
RicardoAnayaC,"No discutas con un chairo, cree que la magia se dará en la madrugada si ganara su viejito deprimido . Vamos con Anaya,"
RicardoAnayaC,"En respuesta a luispazos  Vamos todos juntos por el voto útil ... ANAYA      ThumbsUp ThumbsUp,"
RicardoAnayaC,"En respuesta a luispazos  Definitivamente mi voto además de que es por convicción también por voto útil todos con RicardoAnayaC ni un voto a los morenitos.,"
RicardoAnayaC,"Lo mismo yo con Anaya!!!,"
RicardoAnayaC,"En respuesta a luispazos  y elenavilla  Anaya va a ganar y por eso están enojados los priistas y el propio Obrador . Voto útil por Anaya,"
RicardoAnayaC,"En respuesta a luispazos Les guste o no a los chairos ANAYA GANARÁ y educaremos a toda esta bola de pelados para hacer un México mejor !!!!!,"
RicardoAnayaC,"En respuesta a luispazos  Vamos Anaya!!!,"
RicardoAnayaC,"En respuesta a luispazos  y DiegoFCevallos En tdo mi entorno tds vamos a votar x anaya, está muy fuerte x eso lo qren bajar pero no vn a poder xq dl pri nadie qre sabr nada y dl peje sn + ls q lo detestan xq no qrems   gobierno d izquierda no qrems q mexico c convierta en otro venezuela,"
RicardoAnayaC,"En respuesta a luispazos AnayaPresidente,"
RicardoAnayaC,"Nel AnayaSiLeGana AnayaPresidente     MexicoConAnaya,"
RicardoAnayaC,"Nel AnayaSiLeGana,"
RicardoAnayaC,"En respuesta a luispazos  y Maricar         AnayaPresidente,"
RicardoAnayaC,"En respuesta a luispazos  y DiegoFCevallos Mi VOTO es por ANAYA...,"
RicardoAnayaC,"La propuesta más radical contra la pobreza es el INGRESO BÁSICO UNIVERSAL, IBU, que impulsa Ricardo Anaya y Por México Al Frente. Es audaz y a la vez sensata. Aquí la explico brevemente. Espero sus comentarios.,"
RicardoAnayaC,"Ricardo Anaya plagió la propuesta del Ingreso Básico Universal
¡Deja de copiar Anaya!,"
RicardoAnayaC,"Para reducir la pobreza se necesitan propuestas como la que propone Ricardo Anaya, un Ingreso Básico Universal que sea entregado sin condiciones. ¡Vamos cambiando el rumbo de nuestro país!,"
RicardoAnayaC,Ricardo ANAYA: NAVE INDUSTRIAL....    millones de pesos.
RicardoAnayaC,"Qué casualidad, Ricardo Anaya (PAN) que:  ) recibes el dinero final de una compleja operación de lavado de dinero para comprarte una nave industrial  ) a sobreprecio  ) Compras otra nave (p/evasión fiscal?)  ) Todo esto en Querétaro, gobernado por el PAN.,"
RicardoAnayaC,"—Ricardo Anaya, ¿cuáles son tus propuestas?
—Ricardo Anaya, ¿cuál es tu plan anti corrupción?
—Ricardo Anaya, aclara el escándalo de tu nave industrial.
En respuesta a taller    RicardoAnayaC lo quiere hacer ver como un ataque, pero no es ataque, es real el corrupto psicópata utilizo empresas fantasmas para lavar dinero. Saludos"","
RicardoAnayaC,"En respuesta a taller    Anaya responsabiliza a Peña del video falso, explica que es por el pacto de impunidad que firmó con el Peje https://youtu.be/wzbik  wFVw,"
RicardoAnayaC,"En respuesta a taller    No por que por algo son el PriMor. Perro no come perro.,"
RicardoAnayaC,"En respuesta a SAJIDHCV y taller    Es el nuevo pacto por México primor ,"
RicardoAnayaC,"Es una mosquita muerta"""": Anaya"
RicardoAnayaC,"En respuesta a julioastillero y RicardoAnayaC Si gana Anaya, nos vamos al cielo.,"
RicardoAnayaC,RicardoAnayaC
RicardoAnayaC,"En respuesta a julioastillero raflescabrera y RicardoAnayaCConAnayaNosVamosAlCielo,"
RicardoAnayaC,"En respuesta a julioastillero y RicardoAnayaC ConAnayaNosVamosAlCielo,"
RicardoAnayaC,"En respuesta a julioastillero y RicardoAnayaCCreo que cuando menos debilitarán almenos   puntos Anaya , imposible que LOpez obrador no sea presidente , con este golpe a Anaya .,"
RicardoAnayaC,"En respuesta a julioastillero y RicardoAnayaC Pues yo ya decidí mi voto útil por Anaya!,"
RicardoAnayaC,"En respuesta a Edd_Campe RicardoAnayaC y lopezobrador_Anaya chinga tu madre, maldito farsante.,"
RicardoAnayaC,"En respuesta a Gurtubay Anaya y... Ya !!,"
RicardoAnayaC,"En respuesta a _AraceliDamian y RicardoAnayaC GD  -    _AM_EC_CAR_PQ_QP,"
RicardoAnayaC,"En respuesta a _AraceliDamian y RicardoAnayaC Mira Seputv esto es cierto, yo tengo una investigación sobre el ICU y Anaya no tiene ni la remota idea de que es,"
RicardoAnayaC,"En respuesta a _AraceliDamian y RicardoAnayaC Cuando por fin le preguntan por el IBU a AnayaMiente y; aún ingenuo, espero una respuesta que nunca llega. GrinningFaceWithSweat GrinningFaceWithSweat GrinningFaceWithSweat
Propuesta de """"Ingreso Básico Universal"""" es populismo puro, dondequiera y quienquiera que la presente. RicardoAnayaC sigue sin tocar fondo. Más vergonzoso y lamentable que lo haga desde la dirección de un partido que debería defender la libertad"","
RicardoAnayaC,"En respuesta a memobarba y RicardoAnayaC Y que te puedes esperar de estos políticos sin identidad alguna , realizan ofertones populistas y así critican a Maduro cuando son similares a el , México un país donde la corrupción e impunidad se apoderaron de las instituciones oficiales,"
RicardoAnayaC,"En respuesta a memobarba y RicardoAnayaC“La renta básica universal sería el mayor logro del capitalismo” | Economía | EL PAÍS https://elpais.com/economia/    /  /  /actualidad/          _      .html no me gusta Anaya ni nadie del frente pero tu opinión ""liberal"" es simplista.,"
RicardoAnayaC,"En respuesta a memobarba ArturoDammArnal y RicardoAnayaC Populismo por todos lados. Ni que apoyar ni que defender.,"
RicardoAnayaC,"En respuesta a memobarba y RicardoAnayaCmemobamemo RicardoAnayaC es lamentable que un tipo como tu este al frente del PAN me duele ver que este partido al cual he apoyado por herencia y conviccion esta en un pasaje muy oscuro y en decadencia y todo por la dirigencia mas mediocre de su historia,"
RicardoAnayaC,"Ingreso Básico Universal propuesto por RicardoAnayaC es avalado por tres Premios Nobel de Economía. Una programa universal que enfrenta la desigualdad y reconoce que todo ciudadano debe beneficiarse de la renta del país. Tiene la ventaja de no ser clientelar.
En respuesta a ferbelaunzaran y RicardoAnayaCOjo, que utilice a   premios Nobel para avalarlo no es lo mismo a que sea avalado por ellos. El IBU de Anaya es una propuesta populista que ha sido señalada como inviable por diversos analistas. En su video comenta que en países como India ya está en marcha, lo cual es falso."","
